감정_대분류	문장
5	나 너무 억울한 일을 겪었어.면접을 진행했는데 남자보다는 여자를 더 선호한다고 탈락되었어.너무 불공평하다고 생각해. 앞으로 어떻게 해야 할지 모르겠어.
3	학교가 너무 싫어. 내일도 눈뜨면 학교에 가야 한다니.애들이 나를 은근히 따돌리거든. 거절을 계속 겪다 보니까 우울하고 내가 너무 싫어지는 것 같아.내 말을 들어주는 사람이 있으면 덜 우울할 것 같아.
5	친구가 좋은 정보가 있다고 해서 믿고 큰돈을 투자했는데 망해버렸어.그래 놓고 친구는 나보다 덜 투자해서 손해를 덜 봤어. 배신감이 드네.친구한테 내 손해 본 금액의 반을 책임지라고 할 거야.
3	요즘 학교 성적이랑 내 진로 때문에 속상해.학교에서 시험을 봤는데 점수가 잘 안 나왔어. 그래서 내가 원하는 진로와 관련된 학과를 못 갈 거 같아. 같은 고민을 하는 친구들과 이야기를 나누면 좀 도움이 될 거 같아.
3	친한 친구와 싸우고 헤어졌어.친구들끼리 말다툼이 있었는데 제일 친했던 친구가 내 편을 들어 주지 않아서 싸웠어.
3	이번에 친구들이 나를 놔두고 여행을 갔어.그냥 차라리 말을 하고 여행을 갔으면 이것보다는 덜 서러웠을 거야.우선 전세금을 빼서 뭘 했는지 물어보고 대화를 좀 나눠봐야 할 것 같아.
3	거울을 볼 때마다 주름이 하나씩 늘어났어. 이런 상황에 환멸이 나.젊었을 때 미리 관리를 해야 했던 건데 많이 후회되네.지금이라도 관리를 해야겠어.
3	상사와 티격태격하다가 눈 밖에 나서 다른 부서로 옮기게 됐어. 너무 슬퍼.내가 왜 그랬었는지 후회되기도 하고 상사가 원망스럽기도 해. 너무 속상해서 눈물이 나.상사에게 사과를 하고 다시 내 자리를 되찾을 수 있는지 물어봐야겠어.
5	자식들이 아내 건강만 중요하게 생각해주는 것 같아 질투나.자식들이 아내에게 하는 것의 반만이라도 내게 해주면 좋겠어.자식들에게 솔직히 말해봐야겠어. 나도 잘 챙겨줬으면 좋겠다고.
3	내가 갖고 싶은 건 그게 아니었는데.나 얼마 전에 생일이었거든. 내가 몇 달 전부터 갖고 싶다고 말한 게 있었는데 완전 다른 물건을 사 오셨어.너무 실망했지. 그렇게 갖고 싶다고 말했는데 그것도 기억을 못 했다고 생각하니 기분이 안 좋아.
5	자꾸 아프니까 너무 지치네.무릎이 안 좋아서 친구들끼리 다니던 등산도 못 할 것 같아.내 친구는 건강해서 등산도 하고 외부 활동도 잘하던데. 나만 못 가네.
5	정 씨가 노인정에서 날 질투해서 괴로워.정 씨는 내가 몸 건강하고 자녀들 다 대학 보내서 질투하는 거야.
5	호스피스 병동으로 옮긴다고 하니 가족들이 많이 슬퍼했어.맞아 내가 아픈 것보다 가족들이 슬퍼하는 게 더 힘들어.웃는 모습을 자주 보여줘야겠어.
3	독감 예방접종을 공짜로 해준다 해서 병원에 갔더니 약이 없다고 해 실망한 채로 돌아왔어.안 그래도 독감이 곧 유행한다는데 걱정이야 정말.보건소에서 무료 예방접종 한다고 문자가 왔으니 내일 보건소에 갈까 해.
3	이상하게 별것도 아닌 일에 눈물이 나네.드라마 한 편 봤는데 그렇게 눈물이 나네.
3	이것을 사야 되나 말아야 되나 고민되네.내가 꼭 필요한 것인데 값이 비싸니 엄두가 나지 않아. 돈이 그리 많지 않고 쓸 곳은 많고 해서 사야 하나 말아야 하나 생각 중이야.
5	오늘 남자친구와 헤어졌어.그런데 인사도 없이 일방적으로 연락이 끊다가 헤어지자고 통보하니 화도 나고 속상해. 어떻게 그럴 수가 있지?
3	이렇게 장애를 가진 몸으로 앞으로 어떻게 살아갈지 살아온 삶이 후회돼.그때 그런 실수를 하지 않았더라면 그럭저럭 제대로 살았을 텐데 나 자신이 원망스러워.
5	일을 빨리 끝내고 쉬는데 부장님이 내가 아무것도 안 하고 쉬는 줄 알고 꾸짖었어. 너무 억울해.부장님한테 일 빨리 끝내고 잠깐 몸이 안 좋아 쉬었다고 말할까 말까 고민 중이야.최대한 공손하게 말씀드려봐야겠어.
5	회사에 남아서 좀 더 일을 하고 싶었는데 권고사직을 당했어. 정말 슬프다.난 아직 충분히 더 일할 능력이 된다고 생각했는데 나만의 생각이었나 봐.정부에서 노인 일자리 사업에 지원해준다는 이야기를 들은 적이 있어. 한번 알아봐야겠다.우선 뭔가 할 일이 있다는 게 좋고 돈을 내가 벌어서 쓰는 게 좋은 거지.
5	암에 걸려서 아들식구랑 같이 살게 되었는데 며느리가 많이 반대했다지 뭐야.평소에 나한테 같이 살면 너무 좋을 거 같다고 말하더니 속마음은 아니었던 거지.남편에게 속상하다고 위로해달라고 해야지.
3	입시가 코 앞인데 지금 내 성적으로는 좋은 결과를 내기 어려울 것 같아.성적이 빨리 올라가는 것도 아니고 너무 늦은 것 같아서 의미가 없어. 남들과 비교도 되고.학교 선생님이나 학원에 상담을 요청해 봐야겠어.
3	여자 혼자 살기도 쉽지 않은데 몸까지 아프니까 너무 서글퍼.응 가슴에 멍울이 잡히는 거 같아서 병원에 갔다 왔어. 정밀 검사를 해봐야 알겠지만 수술을 해야 할 수도 있다고 하더라고.
3	나이가 들어도 건강한 건 좋은데 대인관계가 문제야.요즘 다 짜증이 나서 사람들한테 못되게 굴곤 해. 갱년기인 것 같기도 해.
5	나한테서 약 냄새가 나서 손자들이 남편이랑만 얘기를 하는데 왠지 고립된 느낌이 들어.몸이 아파서 먹는 약인데 안 먹을 수도 없고 철없는 아이들에게 화도 못 내고 상처가 되네.아이들에게 잘 설명해줘야 할 것 같아. 왜 약을 먹고 왜 냄새가 나는지.
5	엄마는 나보다 언니만 좋아해서 속상해. 언니가 공부를 잘해서 그런 것 같아.나도 엄마 딸인데. 언니한테만 더 잘해줄 때마다 너무 서운해.다음 시험에는 내가 언니보다 더 좋은 성적 받을 거야! 그럼 엄마도 좀 달라지겠지.
3	아내와 내가 싸우면 꼭 처남이 끼어들어.나와의 싸움은 나와 해결해야 하는데 다른 사람이 끼는 게 불편해.다들 분가하라고 해. 그렇지만 지금 상황을 고려해보면 분가하는 건 쉽지 않아.
5	취업 시장에서 혼자 버려진 기분이 들어. 나 같은 하찮은 존재는 아무 데도 쓸모가 없는 걸까?다양한 분야에 도전하고 있는데 취업이 안 되거든.이제부터는 눈을 낮출까 싶어.
3	늙은 나이에 병에 걸리면 몸도 몸이지만 정신적으로 공황이 올 때가 많아.그렇지. 그럴 때마다 모든 게 다 마비된 기분이야.
5	자녀들은 내가 정상이 아니라 했지만 결국 내가 정상이라는 검사 결과가 나왔어.하지만 자녀들은 검사 결과까지도 의심해. 어디서부터 잘못된 걸까?내가 제정신인 건 사실이니까 그냥 무시하고 살아야지.더 이상 자식들에게 인정받으려 애쓰지 않고 나의 신념대로 열심히 산다는 의미야.
3	내 친구는 자식과 손주들이 엄청 잘 챙기는데 우리 자식과 손주들은 그러지 않아서 부러우면서 슬퍼.서운함은 말로 다 표현 못 하지 그렇게 오냐오냐 키웠는데. 너무 인생이 무의미해졌어.자식과 손주들에게 내 마음을 진심으로 얘기해봐야겠어.
5	어제 같은 반 친구가 브랜드 가방을 매고 다니는 게 부러워서 가방을 뺏었어.내 잘못을 깨달았지만 친구에게 용서받지 못할까 봐 무서워.친구에게 가방을 돌려주고 사과해야겠어.
5	직장에서 이십 년 동안 일해 왔는데 회사가 부도 위기라서 퇴직금을 주지 못한다고 해서 배신당한 기분이야.응. 회사에서 일한 것이 헛수고가 될 것 같아.정부 기관에 문의해서 도움을 받아 보아야겠어.
5	자식들이 생활이 어렵다고 생활비를 못 준다더군. 자식들 도움 없이 앞으로 어떻게 살아가야 할지 막막하고 암울해.당장 생계가 어려워지는데 도시에서 계속 살기는 어렵겠어.언니가 고향에서 농사를 짓고 살아. 거기에 가서 일손을 도우면서 같이 살면 생계는 유지할 수 있을 거야.
5	신혼부터 멋스러운 집에 사는 사람들을 보면 아주 부럽고 은근 배가 아파.많은 수는 아니지만 종종 있어. 그들을 보면 자꾸 나와 비교를 하게 돼.그러고 있었던 것 같아. 시샘과 질투는 버리고 나에게 더 집중해야겠어.
3	아내가 내 병 때문에 의사와 간호사에게 연신 굽신거리는 것을 보니 많이 우울해.내가 몸이 건강했더라면 아내가 저렇게 굽신거릴 일이 없었을 거 아니야.어서 몸이 건강해져서 아내가 저럴 일이 없도록 만들어야겠어. 앞으로는 말이야.
5	여자 친구가 나는 신경도 안 쓰고 다른 선배만 챙겨. 너무 속상해술자리에서 다른 선배를 챙겨야 하는 건 어쩔 수 없지만 내 쪽을 보지도 않아서 좀 섭섭해.맞아. 조금이라도 나에게 신경을 써줬으면 좋겠어.여자친구가 이런 내 마음을 알아주고 이해해줬으면 좋겠어.
5	친구를 통해 보험을 들었는데 사기를 당해서 정말 분해.친구를 고소하는 것이 맞는 대처인지 잘 모르겠어.나 혼자서는 이 문제를 해결할 수는 없으니까 고소 외에는 대책이 없어.
5	동호회 사람들이랑 같이 있어도 무인도에 홀로 있는 기분이야. 고립되어 있는 것 같아.나는 내향적인 성격인데 친목 동호회에 가입하다 보니 더 그런 것 같아.친목 동호회 보다는 정적인 독서 동호회가 낫겠어.
3	나이가 먹으니 직장생활이 너무 힘들고 막막해.이제 나도 퇴사를 준비해야 하는 시기가 온 걸까?꼭 그렇진 않을 것 같아. 더 힘들어질 수도 있지.
3	남편이 불쌍해서 가슴이 아파.평생 다니던 직장을 정년퇴직하고 이제 좀 편안한 노후를 보내려고 했는데 간암 말기라는 청천벽력같은 진단을 받았어.눈물이 나지만 남편이 절망하지 않고 병을 이겨낼 수 있도록 나의 모든 힘을 다하여 남편의 치료를 도울 거야.
5	사법고시를 네 번이나 치렀는데 전부다 떨어졌어.매번 준비가 충분하다고 생각하는데 시험을 보면 결과가 좋지 않아서 상처야.기출문제를 통해 합격점보다 훨씬 높은 점수를 맞을 때까지 공부해야겠어.
5	오늘 따라 외롭다.나이가 나이다 보니 몸은 아픈데 곁에 사람이 없으니 외롭다.모임에 참여할까? 생각 중이야.
5	나 오늘 남자친구랑 싸웠어.남자친구가 결혼하자는데 자기는 돈이 없으니 나 혼자만 대출받아서 집을 사라잖아. 대출도 같이 받아야 하는 거 아니야?남자친구한테 대출 같이 받자고 말해봐야겠어요.
5	남자친구랑 연애하고 있는데도 외로운 느낌이 들어.남자친구는 밖에서 데이트하는 걸 귀찮아하고 나한테 화를 낼 때가 정말 많아. 난 감정 쓰레기통이 아닌데 너무 괴롭고 사랑받지 못하는 기분이 들어.
3	어제 옆 반에서 어떤 친구가 폭력을 당하고 있었는데 난 아무 말도 못해서 슬퍼.그걸 막아줄 수 있었는데도 난 가만히 있었어. 죄책감에 어제 잠을 못 이뤘어.응. 이제 내가 나서서 해결해야할 시기인 것 같아.아무래도 본 상황을 선생님들께 이야기를 해야 할 것 같아. 그게 옳은 일이니까.
3	엄마가 위암이라고 진단을 받아서 너무 슬퍼.말기는 아니지만 입원을 통한 꾸준한 치료가 필요해.내가 간호를 할 거야. 위암에 도움이 되는 음식들도 직접 만들어 드릴 거야.
5	나는 휴가 때마다 돈 모아서 여행을 다니는 게 좋은데 엄마는 내가 한심하대.나는 더 넓은 세상을 돌아다니면서 경험하고 싶은데 엄마는 무조건 돈만 모으라고 해.시간과 돈을 투자해서 앞으로 내 꿈을 위해 한발 다가가고 있다고 신뢰를 드려야겠어.
5	우리 집은 가난해서 엄마가 학원도 못 보내준대.가고 싶진 않은데 뒤쳐지는 느낌이 있지.
3	남자친구가 회사에서 외국으로 발령 나 버렸어.최소한 삼 년은 넘게 있다 와야 한대.삼 년이나 떨어져서 어떻게 지내지?
5	내가 뭘 잘못했다고 그러는거야 다들. 정말 억울해.내가 잘못한 게 아닌데 내가 잘못한 일이 되어버렸어.
5	아들이 폭행을 했다고 경찰서에서 전화가 와서 깜짝 놀랐어.너무 당황스러워 무슨 상황인지 물어보지도 못했어.경찰에게 다시 전화해서 상황을 묻고 아들에게도 연락을 해서 이야기를 들어보겠어.
5	회사 비리를 용기 내서 경찰에 내부 고발하게 되었는데 오히려 내가 퇴사를 당하게 되었어.이러려고 용기를 낸 것이 아닌데 너무 화가 나고 상처를 받았어.공공기관의 업무 실수에 대해 민원을 제기해서 내 권리를 찾아야겠어.
3	요새 눈물이 날 것 같아.노후자금을 다 잃어버렸어.
3	젊은 여성들은 아름다워 보이는데 나는 늙어서 볼품없어 보여 속상해.젊고 활기찬 모습을 보면 너무 부럽기도 하고 자신감도 떨어져.나이에 맞는 우아한 모습의 외모로 관리해 보려고!
5	이번 아내 병원비가 너무 많이 나와서 어떡하지?평생 가난하게 살아와서 이젠 더 이상 대줄 수가 없어.주변에 돈을 빌려줄 수 있는 사람이 있는지 봐야겠어.
